,article_url,author,author_url,category,count,date_time,date_time_all,domain,entity,excerpt,image_url,source_id,text,title
0,https://bitcoinist.com/leading-binance-trader-expects-ethereum-to-rocket-higher-after-30-drop/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-10-11 17:23:58.852227,[Timestamp('2020-10-11 17:23:58.852227')],bitcoinist,binance,"Ethereum has dropped around 30% from its recent year-to-date highs after the U.S. dollar underwent a bounce. The leading cryptocurrency currently trades for $370, $120 shy of the $490...",https://bitcoinist.com/wp-content/uploads/2020/06/shutterstock_234770113-300x200.jpg,,"Leading Binance Trader Expects Ethereum to Rocket Higher After 30% Drop Ethereum has dropped around 30% from its recent year-to-date highs after the U.S. dollar underwent a bounce. The leading cryptocurrency currently trades for $370, $120 shy of the $490...",Leading Binance Trader Expects Ethereum to Rocket Higher After 30% Drop
1,https://bitcoinist.com/binance-futures-trend-ethereum-may-soon-pop-higher-after-30-drop/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-10-04 17:24:06.527501,[Timestamp('2020-10-04 17:24:06.527501')],bitcoinist,binance,"Ethereum may be poised to move higher after dropping 30% from last month’s highs. Futures data shows that investors are currently bearish on the cryptocurrency, which should lend...",https://bitcoinist.com/wp-content/uploads/2020/08/Depositphotos_41135595_l-2015-300x200.jpg,,"Binance Futures Trend: Ethereum May Soon Pop Higher After 30% Drop Ethereum may be poised to move higher after dropping 30% from last month’s highs. Futures data shows that investors are currently bearish on the cryptocurrency, which should lend...",Binance Futures Trend: Ethereum May Soon Pop Higher After 30% Drop
2,https://bitcoinist.com/top-binance-trader-optimistic-about-ethereum-due-to-2-technical-trends/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-10-04 17:24:09.600676,[Timestamp('2020-10-04 17:24:09.600676')],bitcoinist,binance,Ethereum is primed to move even higher according to a top trader on Binance. He cites two technical trends: a falling wedge and ETH’s ability to maintain the low-$300s and...,https://bitcoinist.com/wp-content/uploads/2020/09/hassan-ouajbir-WtlmnZ-mqtk-unsplash-300x200.jpg,,Top Binance Trader Optimistic About Ethereum Due to 2 Technical Trends Ethereum is primed to move even higher according to a top trader on Binance. He cites two technical trends: a falling wedge and ETH’s ability to maintain the low-$300s and...,Top Binance Trader Optimistic About Ethereum Due to 2 Technical Trends
3,https://bitcoinist.com/despite-defi-pivot-binance-coin-bnb-just-formed-a-pivotal-sell-signal/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-09-02 17:24:36.569830,[Timestamp('2020-09-02 17:24:36.569830')],bitcoinist,binance,"Binance Coin (BNB), which some see as a leading indicator for the altcoin market, has been on a strong rally over the past few weeks. The coin, after undergoing a strong correction...",https://bitcoinist.com/wp-content/uploads/2020/06/shutterstock_603234575-300x200.jpg,,"Despite DeFi Pivot, Binance Coin (BNB) Just Formed a Pivotal Sell Signal Binance Coin (BNB), which some see as a leading indicator for the altcoin market, has been on a strong rally over the past few weeks. The coin, after undergoing a strong correction...","Despite DeFi Pivot, Binance Coin (BNB) Just Formed a Pivotal Sell Signal"
4,https://bitcoinist.com/top-binance-trader-comes-next-for-the-bitcoin-market/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-09-02 17:24:39.573459,[Timestamp('2020-09-02 17:24:39.573459')],bitcoinist,binance,"Bitcoin is in limbo as of this article’s writing, stuck above the $10,000 psychological support and below the $10,500 resistance. Both bulls and bears have valid arguments at...",https://bitcoinist.com/wp-content/uploads/2020/09/hassan-ouajbir-WtlmnZ-mqtk-unsplash-300x200.jpg,,"Top Binance Trader Thinks This Comes Next for the Bitcoin Market Bitcoin is in limbo as of this article’s writing, stuck above the $10,000 psychological support and below the $10,500 resistance. Both bulls and bears have valid arguments at...",Top Binance Trader Thinks This Comes Next for the Bitcoin Market
5,https://bitcoinist.com/polkadot-smashes-into-market-cap-top-ten/,Bitcoinist,https://bitcoinist.com/author/bitcoinist/,,1.0,2020-09-02 17:24:58.446597,[Timestamp('2020-09-02 17:24:58.446597')],bitcoinist,binance,"Faith in Polkadot hasn’t been tarnished by the ham-fisted actions of Binance and Kraken, after the cryptocurrency exchanges commenced trading for DOT two days before the token was...",https://bitcoinist.com/wp-content/uploads/2017/11/bitcoin-rockets-past-9000-e1572023512430-300x200.jpg,,"Polkadot Smashes Into Market Cap Top Ten Following DOT Redenomination Faith in Polkadot hasn’t been tarnished by the ham-fisted actions of Binance and Kraken, after the cryptocurrency exchanges commenced trading for DOT two days before the token was...",Polkadot Smashes Into Market Cap Top Ten Following DOT Redenomination
6,https://bitcoinist.com/binance-ceo-95-of-crypto-projects-are-unlikely-to-pump-this-cycle/,Nick Chong,https://bitcoinist.com/author/nickchong/,,1.0,2020-07-04 17:25:59.495064,[Timestamp('2020-07-04 17:25:59.495064')],bitcoinist,binance,"Crypto altcoins have ignored Bitcoin’s inability to rally over recent weeks. Take the chart below, which shows that BTC has strongly underperformed some of the leading...",https://bitcoinist.com/wp-content/uploads/2020/06/shutterstock_740523562-300x200.jpg,,"Binance CEO: 95% of Crypto Projects Are Unlikely to “Pump” This Cycle Crypto altcoins have ignored Bitcoin’s inability to rally over recent weeks. Take the chart below, which shows that BTC has strongly underperformed some of the leading...",Binance CEO: 95% of Crypto Projects Are Unlikely to “Pump” This Cycle
7,https://bitcoinist.com/new-users-are-flooding-to-bitcoin-will-this-catalyze-a-move-past-10000/,Cole Petersen,https://bitcoinist.com/author/colepetersen/,,1.0,2020-05-05 17:27:07.013536,[Timestamp('2020-05-05 17:27:07.013536')],bitcoinist,binance,Recent comments from the CEO of Binance seem to indicate that the cryptocurrency exchange is seeing a massive influx of new platform registrants He also notes that the activity level...,https://bitcoinist.com/wp-content/uploads/2020/05/tom-coe-xOrn1bp7eno-unsplash-300x200.jpg,,"New Users are Flooding into Bitcoin; Will This Catalyze a Move Past $10,000? Recent comments from the CEO of Binance seem to indicate that the cryptocurrency exchange is seeing a massive influx of new platform registrants He also notes that the activity level...","New Users are Flooding into Bitcoin; Will This Catalyze a Move Past $10,000?"
8,https://bitcoinist.com/this-binance-orderbook-occurrence-heavy-favors-bitcoin-longs-heres-why/,Cole Petersen,https://bitcoinist.com/author/colepetersen/,,1.0,2020-05-05 17:27:08.522259,[Timestamp('2020-05-05 17:27:08.522259')],bitcoinist,binance,The recent volatility seen within the crypto market has led to widespread liquidations amongst Bitcoin traders This has caused the open interest seen across most major exchanges to...,https://bitcoinist.com/wp-content/uploads/2020/04/max-kleinen-NZB3YWvj03Q-unsplash-300x200.jpg,,This Binance Orderbook Occurrence Heavy Favors Bitcoin Longs; Here’s Why The recent volatility seen within the crypto market has led to widespread liquidations amongst Bitcoin traders This has caused the open interest seen across most major exchanges to...,This Binance Orderbook Occurrence Heavy Favors Bitcoin Longs; Here’s Why
9,https://bitcoinist.com/binance-rejects-charges-of-embezzlement-shares-its-side-of-story/,Anatol Antonovici,https://bitcoinist.com/author/anatol/,,1.0,2020-04-05 17:27:43.567337,[Timestamp('2020-04-05 17:27:43.567337')],bitcoinist,binance,"Binance reacted to recent allegations that it had embezzled hundreds of thousands of US dollars in cryptocurrency from a user, referring to recent reports covering the situation as...",https://bitcoinist.com/wp-content/uploads/2019/07/Optimized-zhao-chanpeng-300x200.jpg,,"Binance Rejects Charges of Embezzlement, Shares Its Side of Story Binance reacted to recent allegations that it had embezzled hundreds of thousands of US dollars in cryptocurrency from a user, referring to recent reports covering the situation as...","Binance Rejects Charges of Embezzlement, Shares Its Side of Story"
