,data-item-id,data-conversation-id,username,tweet,avatar,date,entity
0,1278286972235190278,1278286972235190278,@Quela__,"  Thulas Nxesi’s Firepool explanation was better twitter.com/CoruscaKhaya/s…
",https://pbs.twimg.com/profile_images/1299287230595252225/1-8nqrbb_normal.jpg,2020-07-01,firepool
1,1278333549909852161,1278333549909852161,@Drodsty1,"  Politicians ??? You mean ur dad .oh yes he lives comfortably .he has a firepool and we dont hv it .😆
",https://pbs.twimg.com/profile_images/1221403041498267650/NWLJs46e_normal.jpg,2020-07-01,firepool
2,1278341938090070018,1278341938090070018,@malla_91,"  He's gonna need a firepool for that burn
",https://pbs.twimg.com/profile_images/1284069764361592835/8SQdTu5u_normal.jpg,2020-07-01,firepool
3,1278276996771045376,1278276996771045376,@magopane_noel,"  Kana Nathi Nhleko is that ""firepool"" guy who was sweating a deluge of sweat trying to justify a lie?Will he come and testify too?
",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2020-07-01,firepool
4,1278642211467530240,1278642211467530240,@LordSizwe," Firepool 😂😂😂
",https://pbs.twimg.com/profile_images/1317393499831046145/YEToJlEM_normal.jpg,2020-07-02,firepool
5,1278680294355283968,1278680294355283968,@BullieSmith86,"  Hierdie laat my dink aan iemand se ""firepool"" twitter.com/SteveStuWill/s…
",https://pbs.twimg.com/profile_images/1305654990615216129/ktDLSuQ-_normal.jpg,2020-07-02,firepool
6,1279141054692950016,1279141054692950016,@MosothoFela,"  You mean The Inkandla firepool invention mastermind himself , that one never disappoints in being funny pic.twitter.com/NvOpE3vhLI
",https://pbs.twimg.com/profile_images/1259018167768297472/ecGc0ZKX_normal.jpg,2020-07-03,firepool
7,1279081528237215745,1279081528237215745,@MlungisiDPG,"  Aaah! The useless firepool guy 🤔
",https://pbs.twimg.com/profile_images/1291420634858303490/QPtFRm8__normal.jpg,2020-07-03,firepool
8,1278993754171506694,1278993754171506694,@prometh95242132,"  Not so long ago the South African government changed a swimming pool to firepool. Why was everybody outraged?
",https://pbs.twimg.com/profile_images/1281576332229566464/0P1G0n85_normal.jpg,2020-07-03,firepool
9,1279119250930663424,1279119250930663424,@inkingayodwa,"  audit every transaction? 

I just wonder who is going to get the tender* to complete those audits, and probably a follow on tender to audit that company afterwards.

*Luthuli salaries need to be guaranteed at least for the next two months. from the firepool to this!
",https://pbs.twimg.com/profile_images/1310242564168126466/zsRs53El_normal.jpg,2020-07-03,firepool
10,1279267337238175746,1279267337238175746,@Piki21165765," Firepool back stroke guy
",https://pbs.twimg.com/profile_images/1152201354775019521/AOIWb-Ms_normal.jpg,2020-07-03,firepool
11,1279451259691585537,1279451259691585537,@maggsnaidu,"  He of #Firepool Version 1... 🙄🙄🙄

<<Labour Minister Thulas Nxesi has vowed to crack down on fraudulent Covid-19 relief claims, warning that forensic audits will be applied if needed and the Hawks are standing by.>>

news24.com/fin24/economy/…
",https://pbs.twimg.com/profile_images/1253631550874357760/UshQc2Xo_normal.jpg,2020-07-04,firepool
12,1279434372026961923,1279434372026961923,@JoubertMarcelle,"  The bigger the firepool, the better! Size counts 😂
",https://pbs.twimg.com/profile_images/1313144615344762880/ulf2ZFOp_normal.jpg,2020-07-04,firepool
13,1279703742988902401,1279703742988902401,@lilanichlsn,"  God cares, I think. This govt doesn't. These are the same people who unanimousey declared that Zuma's swimming pool was a firepool. I was also hoping they would show more integrity with a new president. .. but in this case they don't even try to get statistics of how many ...
",https://pbs.twimg.com/profile_images/1278323143069835265/jCMZegzr_normal.jpg,2020-07-05,firepool
14,1280578224733466624,1280578224733466624,@MoroloED,"  Mr Firepool... Shameless
",https://pbs.twimg.com/profile_images/1095422916286705664/U4WisSLT_normal.jpg,2020-07-07,firepool
15,1280504893439184897,1280504893439184897,@Piki21165765,"  Mr Firepool? pic.twitter.com/zB0AM7b08T
",https://pbs.twimg.com/profile_images/1152201354775019521/AOIWb-Ms_normal.jpg,2020-07-07,firepool
16,1280518395444822021,1280518395444822021,@Dropzone78000," Firepool ha makaka net,how did he end being in leadership nje.As South Africans we have allowed this nonsense for to long?Most of these politicians and celebrities have been getting away with this bulls#$t for to long...
",https://pbs.twimg.com/profile_images/1254885923332018176/XVV8Ld08_normal.jpg,2020-07-07,firepool
17,1280561276901625857,1280561276901625857,@MlungisiDPG,"  The firepool idiot at it again 🤦‍♂️
",https://pbs.twimg.com/profile_images/1291420634858303490/QPtFRm8__normal.jpg,2020-07-07,firepool
18,1280522097698263044,1280522097698263044,@Dropzone78000,"  Take ""Mr Firepool"" to court
",https://pbs.twimg.com/profile_images/1254885923332018176/XVV8Ld08_normal.jpg,2020-07-07,firepool
19,1280510732346540032,1280510732346540032,@MalukaBlaq,"  MR FirePool himself #ThulasiNxesiMustFall
",https://pbs.twimg.com/profile_images/1198480468229922817/LxaHrbHC_normal.jpg,2020-07-07,firepool
20,1280385157476777984,1280385157476777984,@GerhardLabusch7,"  No more 'firepool' talk please. This is not the ANC NEC where that type of argument holds water. twitter.com/City_Press/sta…
",https://pbs.twimg.com/profile_images/1221369262666919936/qoagbw4n_normal.jpg,2020-07-06,firepool
21,1280519035675987971,1280519035675987971,@Meatman_WP,"  Says he of Firepool fame.
Says he of a thousand excuses and LIES for not paying over a million workers UIF.
This man is a useless, incompetent unqualified cadrè appointment.
Do you believe his drivvel ?
",https://pbs.twimg.com/profile_images/1189838614919819264/BUvIUbgX_normal.jpg,2020-07-07,firepool
22,1280578496360853508,1280578496360853508,@OneNation70290,"  Who can ever forget the shameless firepool video
",https://pbs.twimg.com/profile_images/1050758858824720385/47y8jdvu_normal.jpg,2020-07-07,firepool
23,1280575125381840897,1280575125381840897,@Meatman_WP,"  Did'nt this genius also create the ""Firepool concept"" and pay the astronomical amount of 3 UIF claims in the 1st 30 days of Covid-19 ?
Another useless incompetent cadrè appointment
",https://pbs.twimg.com/profile_images/1189838614919819264/BUvIUbgX_normal.jpg,2020-07-07,firepool
24,1280592603868729348,1280592603868729348,@Mzulu__,"  From there we jumped to firepool 😂😂😂😂😂
",https://pbs.twimg.com/profile_images/1178211467310616576/dqWYeMUi_normal.jpg,2020-07-07,firepool
25,1280550477701304320,1280550477701304320,@KGMasia,"  Says the one who told us abt “Firepool”😂
",https://pbs.twimg.com/profile_images/1189886042108780549/JzzLNeJb_normal.jpg,2020-07-07,firepool
26,1280583255511781376,1280583255511781376,@Dropzone78000,"  Mr Firepool is useless 😡
",https://pbs.twimg.com/profile_images/1254885923332018176/XVV8Ld08_normal.jpg,2020-07-07,firepool
27,1280579486354898945,1280579486354898945,@abhamjee," Firepool
",https://pbs.twimg.com/profile_images/378800000413825512/07d45e1f965ab16133f07c3a5dcb1316_normal.jpeg,2020-07-07,firepool
28,1280564660962549764,1280564660962549764,@Sthembiso_RSA,"  Wasn't he in the firing line of the firepool catastrophe,giving us all those lame reasons why it was not a swimming pool as we know it 🤔?
",https://pbs.twimg.com/profile_images/1227327640400465921/wTV5EQY4_normal.jpg,2020-07-07,firepool
29,1280565776144109568,1280565776144109568,@tshipla_don,"  Another ""firepool"" saga. Cartoon-network at play.
",https://pbs.twimg.com/profile_images/1110974486097154048/x8_jRANz_normal.jpg,2020-07-07,firepool
30,1280592936762314752,1280592936762314752,@t_siyabonga,"  😂🤣😂🤣😂Ikhanda lakhe likhulu mahala, ligcwele I firepool, Alina lutho. #ThulasNxesiMustFall
",https://pbs.twimg.com/profile_images/1171742208787136512/HK-xQWdf_normal.jpg,2020-07-07,firepool
31,1280430579050258433,1280430579050258433,@lonwabogq,"  What about that other time wawusenza izidenge usithi laa swimming pool yakwa Zuma is a ""firepool""? Uzoxolisa nini for usenza iyilima zakho? twitter.com/deptoflabour/s…
",https://pbs.twimg.com/profile_images/1286392801924702208/RA5OgmaL_normal.jpg,2020-07-07,firepool
32,1280782188783505411,1280782188783505411,@EsethuHasane_,"  We are sorry @PresJGZuma 

Nantsi’ Firepool pic.twitter.com/rabpNSwxIc
",https://pbs.twimg.com/profile_images/1322088469418725376/XgFWDrc1_normal.jpg,2020-07-08,firepool
