,article_url,author,author_url,category,count,date_time,date_time_all,date_time_first,domain,entity,excerpt,image_url,source_id,text,title
10,https://cryptoslate.com/one-chart-shows-how-binance-grew-so-shockingly-fast-in-crypto-since-2018/,Joseph Young,,,1.0,2020-04-05 01:52:26.196752,[Timestamp('2020-04-05 01:52:26.196752')],,cryptoslate,Binance,"Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",,post-130166,"One chart shows how Binance grew so shockingly fast in crypto since 2018 Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",One chart shows how Binance grew so shockingly fast in crypto since 2018
11,https://cryptoslate.com/binance-ceo-akon-and-other-big-names-to-speak-at-blockdown-2020-virtual-conference-on-april-16/,Priyeshu Garg,,,1.0,2020-04-05 01:52:26.196973,[Timestamp('2020-04-05 01:52:26.196973')],,cryptoslate,Binance,"Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ",,post-129517,"Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17 Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ","Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17"
12,https://cryptoslate.com/binance-and-others-overtake-bitmex-as-most-used-bitcoin-derivatives-platform/,Nick Chong,,,1.0,2020-04-05 01:52:26.197163,[Timestamp('2020-04-05 01:52:26.197163')],,cryptoslate,Binance,"As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",,post-129304,"Binance and others overtake BitMEX as most-used Bitcoin derivatives platform As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",Binance and others overtake BitMEX as most-used Bitcoin derivatives platform
13,https://cryptoslate.com/keep-it-vs-leave-it-why-binance-delisting-leveraged-crypto-assets-has-users-divided/,Joseph Young,,,1.0,2020-04-05 01:52:26.197352,[Timestamp('2020-04-05 01:52:26.197352')],,cryptoslate,Binance,"Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",,post-129185,"Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided
14,https://cryptoslate.com/binance-to-raise-5-million-to-help-with-the-global-pandemic/,Ali Martinez,,,1.0,2020-04-05 01:52:26.197535,[Timestamp('2020-04-05 01:52:26.197535')],,cryptoslate,Binance,Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,,post-128941,Binance to raise $5 million to help with the global pandemic Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,Binance to raise $5 million to help with the global pandemic
15,https://cryptoslate.com/why-this-cryptocurrency-just-surged-16-on-news-of-a-key-binance-partnership/,Joseph Young,,,1.0,2020-04-05 01:52:26.197723,[Timestamp('2020-04-05 01:52:26.197723')],,cryptoslate,Binance,"Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",,post-128919,"Why this cryptocurrency just surged 16% on news of a key Binance partnership Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",Why this cryptocurrency just surged 16% on news of a key Binance partnership
16,https://cryptoslate.com/planning-for-the-worst-binance-donates-to-fight-coronavirus-coinbase-reveals-plan-for-remote-work/,Christina Comben,,,1.0,2020-03-06 01:52:26.939245,[Timestamp('2020-03-06 01:52:26.939245')],,cryptoslate,Binance,The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ,,post-126642,"Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ","Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work"
17,https://cryptoslate.com/tradesatoshi-shuts-down-binance-ceo/,Christina Comben,,,1.0,2020-03-06 01:52:26.939464,[Timestamp('2020-03-06 01:52:26.939464')],,cryptoslate,Binance,"With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ",,post-126081,"As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ","As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard"
18,https://cryptoslate.com/ceo-changpeng-zhao-cz-binance-cloud/,Christina Comben,,,1.0,2020-02-05 01:52:26.939653,[Timestamp('2020-02-05 01:52:26.939653')],,cryptoslate,Binance,"Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",,post-125738,"Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud
19,https://cryptoslate.com/basic-attention-token-jumps-11-as-binance-futures-launches-bat-perpetual-contracts/,Ali Martinez,,,1.0,2020-02-05 01:52:26.940015,[Timestamp('2020-02-05 01:52:26.940015')],,cryptoslate,Binance,Binance announced the introduction of a new Basic Attention Token derivative product. ,,post-125337,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts Binance announced the introduction of a new Basic Attention Token derivative product. ,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts
20,https://cryptoslate.com/litecoin-debuts-on-binance-futures-as-ltc-turns-bullish/,Ali Martinez,,,1.0,2020-01-06 01:52:27.698749,[Timestamp('2020-01-06 01:52:27.698749')],,cryptoslate,Binance,Binance recently disclosed the introduction of a new Litecoin derivative product. ,,post-122522,Litecoin debuts on Binance Futures as LTC turns bullish Binance recently disclosed the introduction of a new Litecoin derivative product. ,Litecoin debuts on Binance Futures as LTC turns bullish
